"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"18370","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2023-2024/95943","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","16-Aug-2024","M ALAGESAN","Payment Success","997430"
"18371","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2023-2024/95943","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","16-Jul-2024","M ALAGESAN","Payment Success","1012843"
"18372","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2023-2024/95943","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","28-Oct-2024","M ALAGESAN","Payment Success","831010"
"18373","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2023-2024/95943","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","28-Oct-2024","M ALAGESAN","Payment Success","358593"
"18374","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2023-2024/95943","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","19-Mar-2024","M ALAGESAN","Payment Success","1028706"
"18375","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2023-2024/95943","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Feb-2024","M ALAGESAN","Payment Success","602593"
"18376","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2023-2024/95943","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","03-May-2024","M ALAGESAN","Payment Success","1422331"
"18377","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2024-2025/132824","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","11-Sep-2024","M KARTHIKEYAN","Payment Success","1148147"
"18378","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2025-2026/213230","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","09-Apr-2026","M KARTHIKEYAN","Payment Success","546049"
"18379","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2025-2026/213230","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","26-Dec-2025","M KARTHIKEYAN","Payment Success","1439233"
"18380","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP165/2025-2026/160096","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","17-Oct-2025","M KARTHIKEYAN","Payment Success","2622844"
"18381","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP165/2025-2026/160096","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","06-Sep-2025","M KARTHIKEYAN","Payment Success","5345356"
"18382","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP165/2025-2026/160096","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","02-Jan-2026","M KARTHIKEYAN","Payment Success","2031800"
"18383","Tamil Nadu","Construction of public libraries and reading rooms","WS/MP165/2023-2024/96112","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","06-Jun-2024","SUDHA ADS","Payment Success","4461"
"18384","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2023-2024/95942","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","06-Jun-2024","SUDHA ADS","Payment Success","4491"
"18385","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP078/2023-2024/71148","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","29-Jan-2024","BDO  BHORANJ RS","Payment Success","100000"
"18386","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP078/2023-2024/71163","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","06-Feb-2024","BDO  BHORANJ RS","Payment Success","100000"
"18387","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/172610","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","01-Jul-2025","BDO  BHORANJ RS","Payment Success","500000"
"18388","Uttarakhand","Construction of buildings for multi-gym","WS/MP850/2025-2026/201772","BAGESHWAR(DISTRICT MAGISTRATE BAGESHWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","24-Jul-2026","Block Bageshwar Royalty","Payment Success","8475"
"18389","Uttarakhand","Construction of buildings for multi-gym","WS/MP850/2025-2026/201772","BAGESHWAR(DISTRICT MAGISTRATE BAGESHWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","24-Jul-2026","Block Bageshwar Royalty","Payment Success","8475"
"18390","Uttarakhand","Construction of buildings for multi-gym","WS/MP850/2025-2026/201772","BAGESHWAR(DISTRICT MAGISTRATE BAGESHWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","24-Jul-2026","Block Bageshwar Royalty","Payment Success","4237"
"18391","Uttarakhand","Construction of buildings for multi-gym","WS/MP850/2025-2026/201772","BAGESHWAR(DISTRICT MAGISTRATE BAGESHWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","24-Jul-2026","Block Bageshwar Royalty","Payment Success","14603"
"18392","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2023-2024/34537","SHAJAPUR(District Collector Shajapur_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","01-Feb-2024","CEO JANPAD PANCHAYAT KALAPIPAL","Payment Success","500000"
"18393","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2023-2024/34537","SHAJAPUR(District Collector Shajapur_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","09-Jul-2024","CEO JANPAD PANCHAYAT KALAPIPAL","Payment Success","500000"
"18394","Chhattisgarh","Construction of community centers and community halls","WS/MP225/2025-2026/143851","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","30-Oct-2025","GRAM PANCHAYAT BADEDONGAR","Payment Success","500000"
"18395","Chhattisgarh","Construction of common work sheds/ common covered sitting area","WS/MP225/2024-2025/143853","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","15-Jan-2025","GRAM PANCHAYAT JHATIBANDH","Payment Success","500000"
"18396","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2023-2024/75727","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","01-May-2025","SARPANCH GRAM PANCHAYAT MUDPAR  B","Payment Success","200000"
"18397","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2023-2024/75724","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","01-May-2025","SARPANCH GRAM PANCHAYAT MUDPAR  B","Payment Success","200000"
"18398","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2023-2024/75727","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","19-Jul-2024","SARPANCH GRAM PANCHAYAT MUDPAR  B","Payment Success","300000"
"18399","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2023-2024/75724","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","19-Jul-2024","SARPANCH GRAM PANCHAYAT MUDPAR  B","Payment Success","300000"
"18400","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2023-2024/75724","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","19-Jan-2024","SARPANCH GRAM PANCHAYAT MUDPAR  B","Payment Success","500000"
"18401","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2023-2024/75727","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","19-Jan-2024","SARPANCH GRAM PANCHAYAT MUDPAR  B","Payment Success","500000"
"18402","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2023-2024/107998","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","09-May-2024","Gram Panchayat Maholi","Payment Success","290000"
"18403","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/112306","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","15-Nov-2024","Gram Panchayat Maholi","Payment Success","217500"
"18404","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/112306","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","07-Mar-2024","Gram Panchayat Maholi","Payment Success","525000"
"18405","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2023-2024/107998","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","23-Feb-2024","Gram Panchayat Maholi","Payment Success","700000"
"18406","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18316/2026-2027/272364","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","29-Apr-2026","Gram Panchayat Maholi","Payment Success","700000"
"18407","Rajasthan","Construction of public libraries and reading rooms","WS/MP146/2023-2024/11222","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","18-Jan-2024","GRAM PANCHAYAT CHELAK","Payment Success","500000"
"18408","Rajasthan","Construction of public libraries and reading rooms","WS/MP146/2023-2024/11222","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","10-Aug-2024","GRAM PANCHAYAT CHELAK","Payment Success","500000"
"18409","Rajasthan","Construction of public libraries and reading rooms","WS/MP146/2023-2024/11221","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","26-Sep-2024","GRAM PANCHYAT ARBALA","Payment Success","500000"
"18410","Rajasthan","Construction of public libraries and reading rooms","WS/MP146/2023-2024/11221","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","19-Jan-2024","GRAM PANCHYAT ARBALA","Payment Success","500000"
"18411","Bihar","Construction of common work sheds/ common covered sitting area","WS/MP18300/2024-2025/145389","KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","16-May-2025","ASSISTANT ENGINEER CHAINPUR","Payment Success","123843"
"18412","Bihar","Construction of common work sheds/ common covered sitting area","WS/MP18300/2024-2025/145389","KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","21-Nov-2025","ASSISTANT ENGINEER CHAINPUR","Payment Success","46410"
"18413","Bihar","Construction of common work sheds/ common covered sitting area","WS/MP18300/2024-2025/145389","KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","18-Sep-2025","ASSISTANT ENGINEER CHAINPUR","Payment Success","309174"
"18414","Madhya Pradesh","Construction of community centers and community halls","WS/MP104/2024-2025/146680","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Dr. L. Murugan (2024-30) (2024-2030)","Elected MP","07-Feb-2025","Gram Panchyat Rupeta","Payment Success","900000"
"18415","Madhya Pradesh","Construction of community centers and community halls","WS/MP104/2024-2025/146680","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Dr. L. Murugan (2024-30) (2024-2030)","Elected MP","18-Dec-2025","Gram Panchyat Rupeta","Payment Success","600000"
"18416","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP104/2025-2026/238322","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Dr. L. Murugan (2024-30) (2024-2030)","Elected MP","19-Dec-2025","Gram Panchyat Rupeta","Payment Success","1470000"
"18417","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18362/2025-2026/248398","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","22-Jan-2026","Gram Panchyat Rupeta","Payment Success","900000"
"18418","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18362/2025-2026/248398","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","06-Aug-2026","Gram Panchyat Rupeta","Payment Success","600000"
"18419","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18316/2025-2026/166109","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","09-Mar-2026","Gram Panchayat Lolri","Payment Success","600000"
"18420","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18316/2025-2026/250283","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","03-Jul-2026","Gram Panchayat Lolri","Payment Success","600000"
"18421","Uttar Pradesh","Street lights","WS/MP180/2024-2025/158297","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","16-May-2025","VINAYAK ENTERPRISES","Payment Success","565111"
"18422","Uttar Pradesh","Street lights","WS/MP180/2024-2025/158298","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","16-May-2025","VINAYAK ENTERPRISES","Payment Success","565111"
"18423","Uttar Pradesh","Street lights","WS/MP180/2024-2025/158299","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","16-May-2025","VINAYAK ENTERPRISES","Payment Success","565111"
"18424","Uttar Pradesh","Street lights","WS/MP180/2024-2025/158300","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","16-May-2025","VINAYAK ENTERPRISES","Payment Success","565111"
