"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"7373","Normal/Others","WS/MP199/2025-2026/171309-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Interlocking Road and Naali Work","Dr. Sudhanshu Trivedi (2024-30) (NaN-NaN)","Elected MP","Images","11-Oct-2025","1213882"
"7374","Normal/Others","WS/MP140/2025-2026/203592-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","365800"
"7375","Normal/Others","WS/MP140/2025-2026/203591-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","365800"
"7376","Normal/Others","WS/MP140/2025-2026/192810-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","365800"
"7377","Normal/Others","WS/MP140/2025-2026/203576-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","365800"
"7378","Normal/Others","WS/MP140/2025-2026/199394-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","365800"
"7379","Normal/Others","WS/MP18295/2025-2026/174448-Construction of public libraries and reading rooms","Rajasthan","BARMER(DISTRICT COLLECTOR BARMER_IDA)","Construction of Public Library at Bhiksingh ka Vaas, Gram Panchayat Chetrodi, Panchayat Samiti Gadra Road, District Barmer","Smt. Sonia Gandhi (2024-30) (NaN-NaN)","Elected MP","Images","30-Mar-2026","500000"
"7380","Normal/Others","WS/MP18288/2025-2026/207589-Construction of common work sheds/ common covered sitting area","Gujarat","Mahisagar(COLLECTOR MAHISAGAR_IDA)","installation of shed on common community hall","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (NaN-NaN)","Elected MP","Images","13-Oct-2025","400000"
"7381","Repair and Renovation","WS/MP18304/2025-2026/230770-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Repair of path from house of kameshwar sharma shashtri Nalawan towards main Village along with retaining wall damaged due to disaster at viallge Nalawan","Shri Harsh Mahajan (2024-30) (NaN-NaN)","Elected MP","N/A","04-May-2026","100000"
"7382","Normal/Others","WS/MP18427/2025-2026/196450-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Providing of CC Road and CC Drain PVC Pipeline S.Ismail house to Y S Gouse Room at Kottapalli GP of Proddatur  Mandal, Kadapa, YSR District.","Shri Ryaga Krishnaiah (2024-28) (NaN-NaN)","Elected MP","Images","13-Oct-2025","1823646"
"7383","Normal/Others","WS/MP042/2025-2026/231016-Lighting of public spaces","Bihar","SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA)","Installation work of high mast light Near Chandeshwari Ji House Dumma located in Okahi Panchayat Ward No 07 under Sattar Kataiya block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","17-Dec-2025","697000"
"7384","Normal/Others","WS/MP842/2025-2026/240649-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction Culvert And Side Protection of Moothedam SC Unnathi Road in Ward No 11 Moothedam Mundoor Gramapanchayath","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","17-Mar-2026","1241115"
"7385","Normal/Others","WS/MP042/2025-2026/208201-Lighting of public spaces","Bihar","SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA)","Installation work of high mast light near Ramjanki Thakurbari located in Murli basantpur panchayat  ward No 14 under Kahra block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","17-Dec-2025","697000"
"7386","Normal/Others","WS/MP042/2025-2026/207991-Lighting of public spaces","Bihar","SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA)","Installation work of high mast light near Narshingh Baba Mandir (Thakurbari) located in Kahra block","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","17-Dec-2025","697000"
"7387","Normal/Others","WS/MP042/2025-2026/208204-Lighting of public spaces","Bihar","SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA)","Installation work of high mast light near Shiv Mandir located in Mobarakpur Panchayat  under Salkhua block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","17-Dec-2025","697000"
"7388","Normal/Others","WS/MP171/2024-2025/144798-Providing drains and gutters for public drainage","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","C/o CC Road from H.No.12-11-78 to Pochamma Temple  in Ward No.36","Shri Ravi Chandra Vaddiraju (2024-30) (NaN-NaN)","Elected MP","Images","13-Oct-2025","431751"
"7389","Normal/Others","WS/MP844/2025-2026/178214-Construction of public toilets and bathrooms","Punjab","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Construction of Public Toilte under bridge Amloh Road Chownk, Ward no. 10","Dr. Vikramjit Singh Sahney (2022-28) (NaN-NaN)","Elected MP","N/A","06-Apr-2026","742754"
"7390","Normal/Others","WS/MP844/2025-2026/178215-Construction of public toilets and bathrooms","Punjab","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Public Toilets under bridge Lalheri Road Chownk, Ward no. 33","Dr. Vikramjit Singh Sahney (2022-28) (NaN-NaN)","Elected MP","N/A","06-Apr-2026","742768"
"7391","Normal/Others","WS/MP162/2025-2026/212528-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby PUPS in Kodangudi Colony at Kodangudi Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","13-Oct-2025","448987"
"7392","Normal/Others","WS/MP140/2025-2026/225296-Purchase of mobile water tankers","Punjab","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","13-Oct-2025","365800"
"7393","Normal/Others","WS/MP162/2025-2026/212529-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Perumalkoil  at Vaiyankudi Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","13-Oct-2025","448987"
"7394","Normal/Others","WS/MP162/2025-2026/212530-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Gandhi Nagar Pillayar Koil at Pattur  Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","13-Oct-2025","448987"
"7395","Normal/Others","WS/MP162/2025-2026/212534-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Pudukulam Mettu street at  Sirumulai Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","13-Oct-2025","448987"
"7396","Normal/Others","WS/MP162/2025-2026/212535-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Perumalkoil at  Pulivalam Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","13-Oct-2025","448987"
"7397","Normal/Others","WS/MP833/2025-2026/177949-Construction of culverts and bridges","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Asphalting of Road from Railway bridge  of  Chikkamagaluru Municipality","Shri Jairam Ramesh (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2026","3300000"
"7398","Normal/Others","WS/MP134/2024-2025/155287-Construction of buildings for community cultural activities","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Development of Public Park at Bhattarika (Drinking water, Sanitation, Parking Light etc.)","Shri Ashwini Vaishnaw (2024-30) (NaN-NaN)","Elected MP","Images","13-Oct-2025","1000000"
"7399","Normal/Others","WS/MP889/2025-2026/162254-Construction of common work sheds/ common covered sitting area","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Kamodi Lakhani : Flood protection wall work Near to the primary school(24-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","17-Oct-2025","500000"
"7400","Normal/Others","WS/MP889/2025-2026/145833-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Kherola Ta.Lakhni : bus stand to Primary School flood protection wall (2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","12-Mar-2026","500000"
"7401","Normal/Others","WS/MP889/2025-2026/145834-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Chekra, Ta.Lakhani : Flood protection wall of cremation ground (2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","17-Oct-2025","500000"
"7402","Normal/Others","WS/MP106/2025-2026/31155-Purchase Books for Library","Madhya Pradesh","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","Purchase Book for Library for Jila Adhivakta Sangh Sagar, District Sagar","Shri Vivek K. Tankha (2022-28) (NaN-NaN)","Elected MP","N/A","28-Oct-2025","50000"
"7403","Normal/Others","WS/MP162/2025-2026/212536-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Mariyamman Koil at  Keeranur E Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7404","Normal/Others","WS/MP162/2025-2026/212531-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Mariyamman Koil Pattur Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7405","Normal/Others","WS/MP162/2025-2026/212533-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Colony Murugan Koil at  Nidhinatham Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7406","Normal/Others","WS/MP162/2025-2026/212532-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Bus stop at  Navalur Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7407","Normal/Others","WS/MP844/2025-2026/178217-Construction of public toilets and bathrooms","Punjab","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Construction of Public Toilet under bridge Samrala Road Chownk WNO 33","Dr. Vikramjit Singh Sahney (2022-28) (NaN-NaN)","Elected MP","N/A","06-Apr-2026","742768"
"7408","Normal/Others","WS/MP162/2025-2026/212540-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Natham Sivan koil at  korakkai Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7409","Normal/Others","WS/MP162/2025-2026/212538-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Mel Ivanur Mariyamman koil at  Ivanur Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7410","Normal/Others","WS/MP162/2025-2026/212539-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby PDS at  Avati Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7411","Normal/Others","WS/MP162/2025-2026/212537-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby AD Street Mariyamman Koil at  Keeranur E Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7412","Normal/Others","WS/MP889/2025-2026/149376-Construction of rooms and halls in school and colleges","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Dama Ta. Deesa : Prayer hall and paver block work in primary school  (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","11-Nov-2025","500000"
"7413","Normal/Others","WS/MP162/2025-2026/212545-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Indira Nagar Women Sanitary Complex  at  Vagaiyur Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7414","Normal/Others","WS/MP162/2025-2026/212544-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Subramaniyar koil at  Akkanur Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7415","Normal/Others","WS/MP162/2025-2026/212543-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby panchayat Office  at  Arangur Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7416","Normal/Others","WS/MP162/2025-2026/212541-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Vaithiyanadhapuram Mariyamman koil at  tholudur Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7417","Normal/Others","WS/MP162/2025-2026/212542-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmass light to Nearby Bus stop at  Keelcheruvai Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","14-Oct-2025","448987"
"7418","Normal/Others","WS/MP233/2025-2026/227941-Setting up public non-conventional energy plants","Nagaland","MON(Deputy Commissioner Mon_IDA)","Solar power grid at Lower Tiru and Upper Tiru will ensure continuous supply of power to this two villages. it will also help the villagers to continue with their economic activity during night time and access to clean energy","Smt. S. Phangnon Konyak (2022-28) (NaN-NaN)","Elected MP","Images","10-Mar-2026","1000000"
"7419","Normal/Others","WS/MP233/2025-2026/227942-Setting up public non-conventional energy plants","Nagaland","MON(Deputy Commissioner Mon_IDA)","Solar power grid at Lower Tiru and Upper Tiru will ensure continuous supply of power to this two villages. it will also help the villagers to continue with their economic activity during night time and access to clean energy","Smt. S. Phangnon Konyak (2022-28) (NaN-NaN)","Elected MP","Images","10-Mar-2026","1000000"
"7420","Normal/Others","WS/MP146/2025-2026/177026-Development of playground","Rajasthan","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Installation of Tin Shed and other development works in the playground of Govt Higher Secondary School Patoda Village and Gran Panchayat Patoda PS Lachhmangarh Dist Sikar","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","27-Jul-2026","1499999"
"7421","Normal/Others","WS/MP189/2025-2026/135240-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Construction work of Interlocking Tiles and Drain from Pul Towards Main Road","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","N/A","21-Mar-2026","2493559"
"7422","Normal/Others","WS/MP18304/2025-2026/213788-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Construction of Pucca path Chambi to GPS Parel","Shri Harsh Mahajan (2024-30) (NaN-NaN)","Elected MP","Images","26-Feb-2026","100000"
"7423","Normal/Others","WS/MP18334/2024-2025/142924-Construction of boundary walls of existing public and community buildings","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Construction of Compound Wall for the Grama Sachivalayam Complex in Gangaperuru GP of Vontimitta Mandal","Shri Meda Raghunadha Reddy (2024-30) (NaN-NaN)","Elected MP","Images","15-Oct-2025","497012"
